model	target	subset	gene	sprpv	prspv	sprrho	prsrho
broad	broad	train	rnpA	0.008000717411226549	0.008529948248495222	0.6978021978021978	0.6937806821905177
broad	broad	train	rodA	0.002376614797908445	0.001448441669460481	0.7637362637362637	0.7858820819731399
broad	broad	train	rplC	0.929011729160351	0.9823212405186019	0.027472527472527472	-0.0068344359306150805
broad	broad	train	rplE	0.004107709360574612	0.005921104698520388	0.7362637362637362	0.7159075800205549
broad	broad	train	rplF	1.630798986721917e-05	2.9846250985575934e-08	0.7388034188034187	0.8535345349232059
broad	broad	train	rplJ	0.3636749816401784	0.039876762358152504	0.2747252747252747	0.5748281445337915
broad	broad	train	rplL	0.01869359407192823	0.8864555897340421	-0.45777777777777773	-0.029445706275327173
broad	broad	train	rplM	0.5532950092839335	0.07761867811368559	0.18131868131868134	0.5061003751807662
broad	broad	train	rplNA	0.010340409451492895	0.017774044436428254	0.6813186813186813	0.6429355518466946
broad	broad	train	rplO	1.165163880331543e-05	1.5024185551954198e-07	0.747008547008547	0.830669742938094
broad	broad	train	rplP	0.0010299010849706886	0.00026705612402534213	0.606153846153846	0.6568945946455791
broad	broad	train	rplQ	0.057634433470466075	0.0008561712561308258	0.5384615384615384	0.8069346524134173
broad	broad	train	rplR	2.0886174123809737e-06	1.2539681274535968e-06	0.7846153846153845	0.794530317466796
broad	broad	train	rplS	0.07074904067496371	6.651237035538887e-05	0.5164835164835164	0.8819817145775497
broad	broad	train	rplT	0.003326741383429984	0.2742317818611892	0.7472527472527472	0.3277969297274484
broad	broad	train	rplU	0.006681784135857957	0.0022943500843466648	0.7087912087912087	0.7653925336721042
broad	broad	train	rplV	0.0005510417535198174	0.01561034389594898	0.6307692307692306	0.4691657260045949
broad	broad	train	rplW	0.493621819356885	0.9245998485845899	0.2087912087912088	0.02918417229490306
broad	broad	train	rplX	0.16175105277252633	0.029174101337280902	0.41208791208791207	0.6029060568268203
broad	broad	train	rpmC	6.144944149685528e-05	4.0625597582714207e-05	0.7032478632478633	0.714918433094628
broad	broad	train	rpmD	2.6407206130908552e-05	7.158060860292763e-05	0.7264957264957265	0.6988010935640673
broad	broad	train	rpoB	7.278794195334359e-08	1.3996318031356565e-07	0.8413675213675212	0.8317497032088342
broad	broad	train	rpoC	0.07803332731018388	0.032970621076467414	0.5054945054945055	0.5921963436865623
broad	broad	train	rpsB	0.00011910255980042727	5.317190807292998e-07	0.8681318681318682	0.9521660133500301
broad	broad	train	rpsC	0.0005302228375973583	0.0012875984615539637	0.8241758241758241	0.7908040503025754
broad	broad	train	rpsD	7.897662612347502e-07	3.2566960774840484e-07	0.803076923076923	0.8183744528438384
broad	broad	train	rpsE	0.0034985633791806466	0.016657371339599	0.5514529914529913	0.46510650323454183
broad	broad	train	rpsF	0.0001809340887252406	9.294246082136755e-05	0.8571428571428571	0.8742253853232681
broad	broad	train	rpsG	0.0029822333891698486	0.002470631706127174	0.7527472527472527	0.761897168000585
broad	broad	train	rpsH	0.00014452624530405983	4.436241707134564e-05	0.6772649572649572	0.712482999546021
broad	broad	train	rpsI	3.871788088879029e-05	4.7702139707826645e-06	0.7162393162393161	0.7674035991415732
broad	broad	train	rpsJ	5.7219490060356135e-05	1.3931246206555114e-06	0.7052991452991453	0.7925277081038203
broad	broad	train	rpsK	0.011225245577668611	0.08045948636219623	0.6758241758241759	0.5019936220320396
broad	broad	train	rpsL	0.0883799949711615	0.006557153926043243	0.3408547008547009	0.51928507525135
broad	broad	train	rpsM	0.6030877531318972	0.36867160182304337	0.15934065934065936	0.2719857519062653
broad	broad	train	rpsNA	0.003909970026097234	0.0008385535641596204	0.545982905982906	0.6144700434463582
broad	broad	train	rpsO	8.719165814865028e-06	0.0004546199958211251	0.7538461538461538	0.6379433995880274
broad	broad	train	rpsP	1.8782484299388895e-06	3.1272190310019434e-07	0.9395604395604396	0.956635009831097
broad	broad	train	rpsQ	0.02198860240988966	0.003253349911159837	0.6263736263736264	0.7483849432574077
broad	broad	train	rpsS	5.582643455242203e-07	4.906419140427854e-07	0.8092307692307692	0.8114666758071849
broad	broad	train	scpA	0.007908538928725959	0.000642256773127487	0.509059829059829	0.624926747762726
broad	broad	train	secA	0.00022021941625366222	2.9928958699790228e-05	0.8516483516483516	0.8985402641255616
broad	broad	train	secE	0.0009687789139250084	3.7650725821155945e-05	0.8021978021978022	0.8940449713422244
broad	broad	train	secY	0.0014042643525630785	3.5233319104660267e-06	0.5931623931623932	0.7738922371557477
broad	broad	train	serS	1.2315263928505185e-06	1.630082458141833e-08	0.7948717948717947	0.8612153117831651
broad	broad	train	sigA	0.0021122295993498776	0.0006961311890576915	0.7692307692307693	0.8145943599226984
broad	broad	train	smc	0.026877834421252016	0.0030087885791867065	0.6098901098901099	0.7523066951735976
broad	broad	train	spsF	0.12752383613843676	0.0464953408213139	0.4450549450549451	0.5601248036792691
broad	broad	train	ssbA	0.0026660786121372876	0.004495601601320809	0.7582417582417583	0.7313981816450421
broad	broad	train	tagA	0.02353816709643306	0.06617270235823089	0.6208791208791209	0.5237987993969995
broad	broad	train	tagD	1.0	0.255588001582998	0.0	0.3400662936110107
broad	broad	train	tagF	1.1452204150973411e-06	2.5483531150061565e-05	0.7962393162393162	0.7274277173712641
broad	broad	train	tagG	0.02867270567140696	0.03484161211908603	0.6043956043956044	0.5872477894635938
broad	broad	train	tagH	0.0002628881643946795	8.846648968810573e-06	0.6574358974358974	0.7535089164743487
broad	broad	train	tagO	0.0017233336842651073	0.00014490759303258623	0.5842735042735042	0.677180746244533
broad	broad	train	tkt	0.005190051998392044	9.631300824987577e-06	0.5316239316239316	0.7515238760143246
broad	broad	train	tmk	7.278794195334359e-08	5.539885410087724e-06	0.8413675213675212	0.7641224051407356
broad	broad	train	trmU	4.565437440744702e-05	5.421546666561379e-06	0.8901098901098902	0.9263689965195766
broad	broad	train	trpS	2.520355499003213e-08	2.4867481712292446e-08	0.8557264957264956	0.8558990149658375
broad	broad	train	trxB	0.00026601205575225274	0.0003214291516212171	0.8461538461538461	0.8404325488524973
broad	broad	train	tufA	0.000233107788466311	0.0008701001370270898	0.6615384615384615	0.6129926842532337
broad	broad	train	tyrS	0.16175105277252633	0.09004926151737427	0.41208791208791207	0.48883101381707744
broad	broad	train	uppS	0.0029822333891698486	0.020344652921940046	0.7527472527472527	0.6325264875809792
broad	broad	train	valS	0.0002476059592647499	0.00012111026460731829	0.6594871794871794	0.6828532203057398
broad	broad	train	walR	0.24662526251007164	0.14793615545517638	0.34615384615384615	0.4247855048967141
broad	broad	train	ydiB	0.0006590342497074234	5.830264701602627e-05	0.6239316239316239	0.7047614215683398
broad	broad	train	ydiC	4.048952657567024e-06	2.2295628875402998e-05	0.7709401709401709	0.7308929934107197
broad	broad	train	ydiO	0.0001269840785277864	3.3481522002295684e-05	0.6813675213675212	0.7201863066837294
broad	broad	train	ydiP	1.8693005003810123e-05	9.240408740333282e-06	0.7353846153846154	0.7524939753246742
broad	broad	train	yhdK	0.004542195402715738	0.008977707577285039	0.5384615384615384	0.501962111571214
broad	broad	train	yneF	7.516300417397864e-06	4.876102801332266e-08	0.7572649572649572	0.8469649920274918
broad	broad	train	yqeG	0.001652500657442955	0.02936698885367403	0.7802197802197801	0.6023380319446238
broad	broad	train	ysxB	0.057634433470466075	0.08113597651908576	0.5384615384615384	0.5010305559596097
broad	broad	train	ysxC	0.00031907124069371434	0.00019179069075418885	0.8406593406593407	0.8555362496881885
broad	broad	train	yumC	1.9730672981671857e-05	2.461029488908698e-08	0.7340170940170939	0.8560324687479816
broad	broad	train	ywlF	2.196084084782418e-05	2.1977576243530556e-06	0.7312820512820513	0.7835964337046505
broad	broad	train	yxxG	7.078221672567573e-06	4.500082414532613e-05	0.7586324786324786	0.7120852261621222
broad	broad	test	accB	0.35376363563367896	0.015466911408364948	0.2802197802197803	0.6532846401184976
broad	broad	test	accC	0.013165575845550252	0.0674344853511004	0.6648351648351648	0.521747245792835
broad	broad	test	accD	0.00026601205575225274	0.0012018969616115053	0.8461538461538461	0.7936266869603471
broad	broad	test	alaS	0.07074904067496371	0.0011532961832872004	0.5164835164835164	0.7952982991333049
broad	broad	test	alrA	0.003701313735752625	6.390332817003924e-05	0.7417582417582418	0.8828752147962261
broad	broad	test	dapB	0.0003802080801851202	0.0017577644515410706	0.8351648351648352	0.7775104102758802
broad	broad	test	dapG	0.35376363563367896	0.045628886984031225	0.2802197802197803	0.5619600590076476
broad	broad	test	dapH	0.18149939565364726	0.1174906632985883	0.2704273504273504	0.3146167830066176
broad	broad	test	ddl	0.015348516732105476	0.028874562914561974	0.6538461538461539	0.6037936434760923
broad	broad	test	dnaE	6.000973238503066e-05	1.4093729845804634e-07	0.7039316239316238	0.8316443402229122
broad	broad	test	dnaG	0.0004502862955462125	2.5433695176652066e-08	0.8296703296703297	0.9726751147198635
broad	broad	test	dnaI	0.00013550558561231158	0.00010097912167115364	0.6793162393162392	0.6884786370416651
broad	broad	test	dnaN	0.002376614797908445	0.002746192215433695	0.7637362637362637	0.756803471959022
broad	broad	test	dnaX	0.0004502862955462125	9.803887403275696e-05	0.8296703296703297	0.8729392175289652
broad	broad	test	dxs	0.23092986230203402	0.1998862876787493	0.35714285714285715	0.38030471280089134
broad	broad	test	fabG	0.06729171199351018	0.04401430860860135	0.521978021978022	0.5654479429756738
broad	broad	test	fabZ	0.4820544547023683	0.3903654559598065	0.21428571428571427	0.260313574615291
broad	broad	test	fbaA	0.06073650306561792	0.00015622250228615039	0.532967032967033	0.8611084200284647
broad	broad	test	ffh	0.0006209883849300375	3.162281164519933e-05	0.8186813186813187	0.8974804644939448
broad	broad	test	ftsE	0.06073650306561792	0.037516504820257604	0.532967032967033	0.5804987777041412
broad	broad	test	ftsL	4.565437440744702e-05	0.0005291114768063829	0.8901098901098902	0.8242475675900417
broad	broad	test	ftsW	0.03899262343244829	0.00980912264572679	0.576923076923077	0.6847913287924196
broad	broad	test	ftsY	0.00031907124069371434	0.001207781848470921	0.8406593406593407	0.7934278988062629
broad	broad	test	fusA	7.54456235935913e-05	0.0008271262182015325	0.8791208791208791	0.8082356142805243
broad	broad	test	gatA	4.607427269933694e-06	0.0010597318353400152	0.9285714285714285	0.7986787712912191
broad	broad	test	gcaD	0.0984901154163899	0.0012820823620067192	0.47802197802197804	0.7909812150999987
broad	broad	test	glmS	0.026275297193493776	6.580504923984237e-05	0.4352136752136752	0.7012621854753794
broad	broad	test	glnA	1.1876700693699724e-06	1.0349395108201907e-08	0.7955555555555555	0.8667001104856751
broad	broad	test	glyQ	6.523096145960043e-07	3.995874693271674e-10	0.8064957264957264	0.8998525375733365
broad	broad	test	glyS	0.1808891631049407	0.1098040155767121	0.39560439560439564	0.4644830404680274
broad	broad	test	gyrA	0.1808891631049407	0.03701773612284633	0.39560439560439564	0.5817300510552911
broad	broad	test	hisS	0.0014541896038438224	4.9395080159228136e-05	0.7857142857142857	0.8884585399724053
broad	broad	test	holA	0.08186423116569437	0.24783268209761655	0.5	0.3453261388546067
broad	broad	test	infA	0.1556747536334745	0.002844216556371765	0.4175824175824176	0.7550873267379942
broad	broad	test	infB	0.001652500657442955	0.0037536481767768003	0.7802197802197801	0.7410252791976586
broad	broad	test	infC	0.40477407127094656	0.21051710238633264	-0.25274725274725274	0.3721379407750549
broad	broad	test	iscS	9.906225317564678e-06	4.7731855404405445e-05	0.9175824175824175	0.8891799313413244
broad	broad	test	ispH	0.0005302228375973583	5.326625237635026e-08	0.8241758241758241	0.9687007399633801
broad	broad	test	ligA	0.13286024415692976	0.0021211487108397237	0.43956043956043955	0.7690369050676211
broad	broad	test	lysS	0.0014541896038438224	0.001742324417148971	0.7857142857142857	0.7778997389981864
broad	broad	test	metS	0.0009687789139250084	0.01784332252589323	0.8021978021978022	0.6426407481784898
broad	broad	test	murAA	0.3249215884859752	0.004694457048578937	0.2967032967032967	0.7290284266228272
broad	broad	test	murB	0.5290679872349875	0.009468768017202082	0.19230769230769232	0.6870917377724329
broad	broad	test	murC	2.613862202954826e-05	0.0015702072531387692	0.901098901098901	0.7824335776610536
broad	broad	test	murF	0.24662526251007164	0.08881147663282188	-0.34615384615384615	-0.49047381647830096
broad	broad	test	nrdE	2.6407206130908552e-05	6.987364663027907e-05	0.7264957264957265	0.6995096340527365
broad	broad	test	nusA	0.2547064607541252	0.02293744859579631	0.34065934065934067	0.6229764141819414
broad	broad	test	obg	0.0009687789139250084	0.0005438020505931609	0.8021978021978022	0.8233086879921794
broad	broad	test	panC	7.294326662788513e-06	2.8760134017125155e-05	0.757948717948718	0.7242462701937387
broad	broad	test	panD	0.0005123676139676473	0.0011279606530351944	0.6335042735042735	0.6023998357041962
broad	broad	test	parE	0.2974384220710292	0.6008689896586914	0.3131868131868132	0.1603042664097009
broad	broad	test	patA	0.37373304228189164	0.40095918873972886	0.2692307692307692	0.25473684808752306
broad	broad	test	pbpB	0.0014541896038438224	0.00015929628132696632	0.7857142857142857	0.8605890251310684
broad	broad	test	pgm	0.011197879945369693	0.011293123048899935	0.4892307692307692	0.4887333437687102
broad	broad	test	pgsA	0.13286024415692976	0.036735136649965895	0.43956043956043955	0.5824330418441834
broad	broad	test	pheS	0.011225245577668611	0.04451682238968159	0.6758241758241759	0.5643526552497276
broad	broad	test	plsC	0.0014541896038438224	0.06450182236950286	0.7857142857142857	0.5265583178737022
broad	broad	test	polC	0.0009687789139250084	2.3426448895736458e-06	0.8021978021978022	0.9370265342162096
broad	broad	test	ppaC	0.00022021941625366222	0.0005266895724287255	0.8516483516483516	0.824404326425321
broad	broad	test	prs	0.8585042942308735	0.041143407782098934	-0.054945054945054944	0.571884706196873
broad	broad	test	rbgA	0.013165575845550252	0.001132132051719629	0.6648351648351648	0.7960435665091194
broad	broad	test	rodA	0.005023237655349916	0.004719591294735288	0.7252747252747254	0.728734441059496
broad	broad	test	rplB	0.9010507897194637	0.5414121676409872	0.025641025641025637	0.12545949183744726
broad	broad	test	rplD	0.7478683035983906	0.4971543508797859	0.09890109890109891	0.20712508698577148
broad	broad	test	rplE	5.9057452171910124e-05	3.5111904468360955e-05	0.8846153846153846	0.8954337737854217
broad	broad	test	rplJ	0.003701313735752625	0.01879112162723865	0.7417582417582418	0.6386908491020071
broad	broad	test	rplM	0.00014744785947619764	5.31852760214786e-06	0.8626373626373626	0.9266322640460302
broad	broad	test	rplNA	0.06729171199351018	0.006673174050594042	0.521978021978022	0.7088681965288409
broad	broad	test	rplQ	0.2547064607541252	0.07240452091690508	0.34065934065934067	0.5139190374309306
broad	broad	test	rplS	0.0006209883849300375	0.00013753314434921922	0.8186813186813187	0.8644549388886031
broad	broad	test	rplU	0.03252444027009699	0.0013590440636397274	0.5934065934065934	0.7885614916264349
broad	broad	test	rplW	0.6415164215860882	0.23010332909576758	0.14285714285714285	0.35773390642189273
broad	broad	test	rplX	0.4593051427250058	0.12333054292535413	0.22527472527472525	0.44948068857851253
broad	broad	test	rpmA	0.0984901154163899	0.016213295155530626	0.47802197802197804	0.6498170533608078
broad	broad	test	rpoA	0.0013600080377354571	0.00011499581355415723	0.5945299145299144	0.6844687716415929
broad	broad	test	rpsB	0.08582353060960755	0.06927773670009646	0.4945054945054945	0.5187982082180089
broad	broad	test	rpsC	0.003326741383429984	1.1208324206447362e-05	0.7472527472527472	0.9156527443039673
broad	broad	test	rpsF	0.0014541896038438224	1.858101612130021e-05	0.7857142857142857	0.9072545969726348
broad	broad	test	rpsG	0.8725444288811492	0.05301546686885417	-0.049450549450549455	0.5470461859638279
broad	broad	test	rpsK	0.11728306543614495	0.35932883094621265	-0.45604395604395603	-0.27712458514431587
broad	broad	test	rpsM	0.0011136526522685867	0.00014371210109010224	0.7967032967032966	0.8633104139401064
broad	broad	test	rpsP	0.0018713615028719075	2.1864334828065753e-06	0.7747252747252747	0.937829439834974
broad	broad	test	rpsQ	0.12752383613843676	0.0559183411359093	0.4450549450549451	0.5415918162197086
broad	broad	test	rpsR	0.00026816260242694623	0.002475209155715494	0.6567521367521366	0.5679120763164515
broad	broad	test	secA	0.0006209883849300375	0.0004102838313875645	0.8186813186813187	0.8327159556576931
broad	broad	test	secE	0.0012750239017411194	0.0003788705580116397	0.7912087912087913	0.8352772609213397
broad	broad	test	sigA	9.906225317564678e-06	2.93099604105068e-05	0.9175824175824175	0.89893960102238
broad	broad	test	ssbA	0.0003802080801851202	2.235774111574014e-05	0.8351648351648352	0.9039680520687418
broad	broad	test	tagA	0.030554114172937866	0.0007753038873494147	0.5989010989010989	0.8106490359508118
broad	broad	test	tagD	0.1556747536334745	0.008454203103046754	0.4175824175824176	0.6943443785541584
broad	broad	test	tagG	0.05177062555916269	0.07800535240336263	0.5494505494505494	0.5055353108274293
broad	broad	test	tpiA	8.803821658376989e-08	1.676635440209713e-07	0.8386324786324786	0.8289828613884336
